komentar,timestamp,sentiment
😏,2025-03-24 11:18:43+00:00,positif
tolak balak ruutni,2025-03-24 11:18:16+00:00,negatif
"ya buat keamanan semuanya
kayaknya",2025-03-24 11:17:23+00:00,positif
"perasaan sama aj mau orde baru mau enggak,korupsi tetap aja pd didiemin sampai kejagung usut tuntas pun kejagung nya mlh di demo masyarakat",2025-03-24 11:16:42+00:00,negatif
😁,2025-03-24 11:12:53+00:00,positif
"apakah setelah ini kita akan pakai ""pernapasan Amerika""? ☠️",2025-03-24 11:12:47+00:00,negatif
orang jahat pasti. takut RUU TNI di sah kan.,2025-03-24 11:08:38+00:00,negatif
RUU TNI HAMA🤪,2025-03-24 11:08:13+00:00,positif
kesian la kome ni stay strong tau😞,2025-03-24 11:05:32+00:00,negatif
😂,2025-03-24 11:03:42+00:00,positif
🥰,2025-03-24 11:03:12+00:00,positif
yang jelas ketua nya aja ketakutan soal korupsi kali makanya pengen cepet di sahkan,2025-03-24 11:00:27+00:00,negatif
KACAU.,2025-03-24 10:55:29+00:00,negatif
"woppp, otw nabung beli vest lvl 3",2025-03-24 10:50:12+00:00,netral
RUU TNI di demo. RUU KUHAP aman wkwkwkwk lawak!!!!,2025-03-24 10:43:21+00:00,negatif
"padahal setiap rancangan uu yang mau dibuat dpr rata rata kontradiktif, kok buzzer mau ya dukungnya😹",2025-03-24 10:41:27+00:00,netral
sekarang aja dudukin dpr,2025-03-24 10:41:11+00:00,netral
#kaburajadulu,2025-03-24 10:40:37+00:00,negatif
💀,2025-03-24 10:40:04+00:00,positif
ini bukan tentang RUU TNI. tapi sakitnya kalah dalam kontestasi,2025-03-24 10:37:26+00:00,negatif
para koruptor langsung hilang tanpa kabar🤣🤣,2025-03-24 10:35:59+00:00,negatif
bubar aja lah Indonesia,2025-03-24 10:31:14+00:00,negatif
jadi ruu TNI ini bertujuan untuk menyusahkan rakyat?,2025-03-24 10:30:04+00:00,negatif
😁,2025-03-24 10:27:28+00:00,positif
😹,2025-03-24 10:27:02+00:00,positif
😂,2025-03-24 10:22:57+00:00,positif
Bahaya,2025-03-24 10:22:38+00:00,netral
😁,2025-03-24 10:21:32+00:00,positif
🙏,2025-03-24 10:09:32+00:00,positif
😂,2025-03-24 10:04:24+00:00,positif
coba liat vt nya @benpro.tv,2025-03-24 07:22:00+00:00,positif
🥰,2025-03-24 07:21:19+00:00,positif
santai aja kawan gk bakal ke orde baru kok itu cuma isu,2025-03-24 07:20:27+00:00,netral
kasian gen Beta baru lahir udh kacau negara nya🙂,2025-03-24 07:13:41+00:00,positif
🥰,2025-03-24 07:13:40+00:00,positif
Jalan pintas biar g ketahuan korupsi,2025-03-24 07:13:23+00:00,negatif
😁,2025-03-24 07:12:23+00:00,positif
ini negara mau ngecopy Korea Utara bjir😹,2025-03-24 07:10:15+00:00,negatif
🥰,2025-03-24 07:08:41+00:00,positif
gunanya Pancasila apa,2025-03-24 07:04:37+00:00,netral
🥰,2025-03-24 07:04:19+00:00,positif
orang yang korupsi bilek: asik gw GK ketahuan lagi,2025-03-24 07:00:06+00:00,negatif
indonesia tambah hari tambah para dan tambah kaya anjing,2025-03-24 06:55:51+00:00,negatif
🗿,2025-03-24 06:53:35+00:00,positif
🥰,2025-03-24 06:53:35+00:00,positif
😁,2025-03-24 06:52:28+00:00,positif
😂,2025-03-24 06:48:25+00:00,positif
pengen cepet cepet aman korup,2025-03-24 06:46:05+00:00,negatif
prabowo kan TNI bener ga,2025-03-24 06:44:24+00:00,netral
😏,2025-03-24 06:43:37+00:00,positif
🗿,2025-03-24 06:43:13+00:00,positif
🗿,2025-03-24 06:42:56+00:00,positif
😅,2025-03-24 06:39:06+00:00,positif
🥰,2025-03-24 06:38:33+00:00,positif
oh dpr mau korupsi kali jadi nya disahkan ruu tni,2025-03-24 06:38:15+00:00,negatif
lama lama indonesia kaya korut😔,2025-03-24 06:36:48+00:00,positif
😭😭😭,2025-03-24 06:35:32+00:00,positif
😂,2025-03-24 06:32:40+00:00,positif
🗿,2025-03-24 06:30:55+00:00,positif
🥰🥰🥰,2025-03-24 06:30:20+00:00,positif
"koyok e pemerintah mu iki wes ora mampu ngurusi rakyat mangkane butuh babu TNI
rodok males ncn pemerintah e kakean omong genok tindakan
#tolak RUU TNI",2025-03-24 04:32:26+00:00,negatif
emang RUU TNI jadi nya apa?,2025-03-24 04:28:39+00:00,negatif
"yg tolak RUU tni mereka tuh SDM rendah fomo gamau baca, demo merepotkan aparat, dukung yang fyp tanpa melihat fakta yang sebenarnya 😹🤣",2025-03-24 04:25:31+00:00,negatif
sepertinya kita sudah berada di jaman Keymal Ataturk,2025-03-24 04:23:49+00:00,positif
"unfortunately... guess your people need to shut up from talking bad about other countries, that's good..",2025-03-24 04:22:45+00:00,negatif
apa iya puan korupsi makanya sah in ruu tni biar ga ketauan,2025-03-24 04:21:00+00:00,negatif
👏,2025-03-24 04:20:59+00:00,positif
🤝,2025-03-24 04:19:43+00:00,positif
😁,2025-03-24 04:15:31+00:00,positif
pengen pindah negara 😭,2025-03-24 04:15:09+00:00,negatif
😭,2025-03-24 04:12:40+00:00,positif
🥰🥰🥰,2025-03-24 04:09:35+00:00,positif
kalok pak prabowo yang suruh kita suara ingin mendengarkan suara masyarakat gimana tuh,2025-03-24 04:01:08+00:00,negatif
bng kenapa kalo mimpi horor itu tubuh kita kaya ga bisa gerak,2025-03-24 03:58:23+00:00,negatif
😭,2025-03-24 03:55:24+00:00,positif
😂,2025-03-24 03:55:21+00:00,positif
harus d refisi tuh kayak hukum ngak berlaku buat pejabat,2025-03-24 03:53:29+00:00,negatif
🤣,2025-03-24 03:50:49+00:00,positif
negara demokrasi. tp rakyat cm bs pasrah dn gk pny hak suara?,2025-03-24 03:43:11+00:00,negatif
ahaha jadi kaya Korea Utara ya.,2025-03-24 03:42:23+00:00,negatif
😭,2025-03-24 03:38:03+00:00,positif
😭,2025-03-24 03:36:39+00:00,positif
nggak usah bayar pajak 1 tahun semua Indonesia biar nggak bisa korupsi heheh🗿,2025-03-24 03:31:49+00:00,negatif
welcome back petrus,2025-03-24 03:30:18+00:00,positif
😁,2025-03-24 03:26:23+00:00,positif
#kaburajadulu😹😹😹😹,2025-03-24 03:23:32+00:00,positif
😹,2025-03-24 03:22:14+00:00,positif
🙏🏻,2025-03-24 03:21:21+00:00,positif
"intuk adik"" belajar giat biar pintar biar bisa pindah negara",2025-03-24 03:20:45+00:00,positif
pak SBY juga mantan tentara tpi peraturan yg dibuat rata2 fokus ke pendidikan dan kepentingan masyarakat kecil,2025-03-24 03:18:05+00:00,netral
🗿,2025-03-24 01:38:50+00:00,positif
apakah kita jadi seperti anak² di pulau marley😭😭😭,2025-03-24 01:38:46+00:00,positif
🥰🥰🥰,2025-03-24 01:30:13+00:00,positif
#tolak ruutni,2025-03-24 01:30:04+00:00,negatif
dan akhirnya tragedi bimasakti 1995 keulang lagi🗿,2025-03-24 01:29:29+00:00,negatif
beneran harus kaburajadulu kayanya,2025-03-24 01:28:47+00:00,negatif
😇,2025-03-24 01:26:37+00:00,positif
"""pretty girl tidak bercerita, tapi demo ke pratu"" 😂😭",2025-03-24 01:26:02+00:00,netral
😳,2025-03-24 01:18:53+00:00,positif
"sperti biasa yg di salahkan psti presiden,, pdhl yg meng sah kan RUU tu DPR,, ketua DPR siapa adik²?? 😂😂,, iya bner skali cucu dr hasirama senju 🤣🤣",2025-03-24 01:17:46+00:00,negatif
😁,2025-03-24 01:17:00+00:00,positif
🗿,2025-03-24 01:16:15+00:00,positif
"#indonesia tidak baik"" saja",2025-03-24 01:13:20+00:00,negatif
@shivvjeu_09 negara gaje,2025-03-24 01:08:58+00:00,negatif
🔥,2025-03-24 01:00:35+00:00,positif
❤❤❤,2025-03-24 01:00:13+00:00,positif
#tolakrevisiruutni [photo],2025-03-24 00:53:41+00:00,negatif
😂,2025-03-24 00:53:30+00:00,positif
tolak Ru Tnni,2025-03-24 00:52:47+00:00,positif
🤣,2025-03-24 00:52:28+00:00,positif
🔥,2025-03-24 00:49:57+00:00,positif
#TolakRUUTNI,2025-03-24 00:48:59+00:00,negatif
malah makin aneh🗿,2025-03-24 00:43:26+00:00,netral
😂,2025-03-24 00:39:03+00:00,positif
😭,2025-03-24 00:34:20+00:00,positif
ini gakpapa kan aku takut....😨😰,2025-03-24 00:33:48+00:00,negatif
😳,2025-03-24 00:30:58+00:00,positif
lengserkan presiden,2025-03-24 00:29:52+00:00,positif
🥺🥺🥺,2025-03-24 00:28:59+00:00,positif
Logika aja koruptor di tangkep cuma buat pemain baru masuk bukanya UUD KORUPTR di perkuat malah uud lain ya di barengin dong apapun UUD KORPT DAHULKAN DEMI KEMASLAHATAN ORANG BANYAK!!!!!!!!!,2025-03-24 00:28:26+00:00,negatif
😁,2025-03-23 22:22:11+00:00,positif
"tapi korupsi besar besaran mlh terungkap,",2025-03-23 22:22:03+00:00,negatif
🥰,2025-03-23 22:18:30+00:00,positif
duit lebaran beli udud❎️duit lebaran beli rompi anti pelor💀✅️,2025-03-23 22:17:45+00:00,negatif
😻,2025-03-23 22:16:50+00:00,positif
🔥,2025-03-23 22:16:45+00:00,positif
"JANGAN SALAHKAN PRESIDEN, INGAT INI ULAH DPR!!! JANGAN KEGIRING BUZZEER HINA CIPTAAN KORUPTOR!!!",2025-03-23 22:12:32+00:00,negatif
😊,2025-03-23 22:11:07+00:00,positif
KKN terulang lagi nih kaya pas orde baru,2025-03-23 22:10:52+00:00,negatif
"demen banget nyiksa rakyat
suatu hari akan datang seseorang dan menyelamatkan orang Indonesia dari era kegelapan ini",2025-03-23 22:08:48+00:00,positif
😹😹😹,2025-03-23 22:08:45+00:00,positif
🥰,2025-03-23 22:05:43+00:00,positif
make ni negara,2025-03-23 22:03:58+00:00,negatif
😂,2025-03-23 22:03:32+00:00,positif
go too American,2025-03-23 22:00:57+00:00,negatif
😁,2025-03-23 22:00:25+00:00,positif
🥰,2025-03-23 21:58:18+00:00,positif
yauda si #lari aja dulu,2025-03-23 21:57:26+00:00,negatif
😃,2025-03-23 21:56:07+00:00,positif
ganti DPR jadi DPP,2025-03-23 21:55:07+00:00,netral
#TolakRuuTni,2025-03-23 21:54:27+00:00,negatif
"Orang yang heboh cuman ikut ikutan bang, orang yang tau gak bakal nolak kok, kurang literasi aja",2025-03-23 21:54:26+00:00,negatif
🤲,2025-03-23 21:54:16+00:00,positif
😢,2025-03-23 21:53:24+00:00,positif
ga ekspek ke mesjid bawa ak-47,2025-03-23 21:51:16+00:00,netral
🥰,2025-03-23 21:49:49+00:00,positif
😹,2025-03-23 21:49:22+00:00,positif
sumpah dah emang mereka udah perhitungin apa masa depan indonesia,2025-03-23 21:49:21+00:00,positif
waduh masih boleh nonton film kayak anime sama k-pop,2025-03-23 21:45:08+00:00,negatif
"setau gue klo ruu tni itu, cuman untuk yg tni dan istri tni, sama ank tni🙏🏻(setau gue)",2025-03-23 21:43:52+00:00,positif
😁,2025-03-23 20:03:18+00:00,positif
DPR anjingg asuuu,2025-03-23 19:58:59+00:00,netral
🤣,2025-03-23 19:58:50+00:00,positif
mau pindah warga negara aja aku lah dada see you indo,2025-03-23 19:26:36+00:00,negatif
s2,2025-03-23 19:24:29+00:00,netral
🥰,2025-03-23 19:15:55+00:00,positif
😃,2025-03-23 19:13:17+00:00,positif
Ga kebayang ke sekolah bawa AK 47 🗿,2025-03-23 19:12:39+00:00,positif
😂,2025-03-23 19:11:44+00:00,positif
Mulai ada sosmed kok tambah pusing ya.,2025-03-23 19:04:54+00:00,negatif
kabur aja dulu,2025-03-23 19:00:41+00:00,negatif
@partaigerindra iki nyapo min deloken kui pora melas karo rakyat,2025-03-23 18:59:02+00:00,negatif
#Tolakruutni,2025-03-23 18:58:15+00:00,negatif
🗿,2025-03-23 18:57:18+00:00,positif
😁,2025-03-23 18:50:49+00:00,positif
🥰,2025-03-23 18:48:23+00:00,positif
aku yang orang malaysia tak paham apa² 🗿,2025-03-23 18:47:44+00:00,negatif
@enomanik,2025-03-23 18:41:58+00:00,positif
Lah.. brrti ini mh gosip lama yg terealisasi donk 😌 kmbali k jaman orba 🙏,2025-03-23 18:41:35+00:00,negatif
😭,2025-03-23 18:40:54+00:00,positif
😁,2025-03-23 18:39:31+00:00,positif
😄,2025-03-23 18:38:53+00:00,positif
😁,2025-03-23 18:34:27+00:00,positif
🥰,2025-03-23 18:19:39+00:00,positif
😁,2025-03-23 18:19:38+00:00,positif
"lagi nunggu RUU
istri 2 bulan di tingga suami merantau maka akan di sita negara.",2025-03-23 18:14:40+00:00,negatif
"RUU PERAMPASAN ASET kok gak di demo untuk segera di sahkan ya, kemana nih mahasiswa & mahasiswi kok gak ada suara untuk pengesahan ruu perampasan aset koruptor 🤔🙄🙄🙄🙄🤔🤔🤔🤔🤔",2025-03-23 18:09:25+00:00,negatif
🥰,2025-03-23 18:07:39+00:00,positif
Ni para pjbt pengen ngga ketahuan korup nya ngga sih?,2025-03-23 18:03:25+00:00,negatif
😂,2025-03-23 18:00:52+00:00,positif
😁,2025-03-23 15:56:32+00:00,positif
😁,2025-03-23 15:55:47+00:00,positif
😂,2025-03-23 15:54:43+00:00,positif
RUU TNI disahkan senjata api dilegalkan baru masyarakat bakalan nerima,2025-03-23 15:54:05+00:00,negatif
bang hati2 hilang bang,2025-03-23 15:53:42+00:00,negatif
🗿,2025-03-23 15:52:53+00:00,positif
"ga heran sih kalo si puan mau biki RUU TNI , soalnya kan PDI banyak yang korupsi , jadi nyari aman biar korupsi nya lancar",2025-03-23 15:51:27+00:00,negatif
"- Selamat dari kiamat 2012
- Pandemi Covid 19
- Jadi bahan percobaan kurikulum
- Korupsi Pertamax,timah,emas,pagar laut,dll .
tambahin yang banyak gw lupa soalnya",2025-03-23 15:49:15+00:00,negatif
🥰,2025-03-23 15:47:26+00:00,positif
Lah DPR yang tukang korup ya jelas pengen cepet di lakuin,2025-03-23 15:45:28+00:00,negatif
#TOLAK RUU TNI,2025-03-23 15:44:37+00:00,positif
Kalo d sah kan udh gabisa lagi rakyat jelata kyk kita viral viral kan bobroknya pemerintahan 😩,2025-03-23 15:41:57+00:00,negatif
pindah aja lah pindah,2025-03-23 15:39:54+00:00,negatif
bg bahas ruu kejaksaan juga,2025-03-23 15:37:53+00:00,positif
negara anjing,2025-03-23 15:37:35+00:00,positif
😭,2025-03-23 15:34:57+00:00,positif
saya sebagai rakyat Malaysia mendoakan supaya ruu tni tidak dilaksanakan di Indonesia semoga saudara kita berada dalam keadaan yang baik,2025-03-23 15:32:17+00:00,negatif
🥰,2025-03-23 15:31:02+00:00,positif
😂,2025-03-23 15:30:35+00:00,positif
TOLAK RUU TNI🔥,2025-03-23 15:30:31+00:00,positif
🥰,2025-03-23 15:25:04+00:00,positif
aloy pos u,2025-03-23 15:22:51+00:00,positif
siapa yg bikin ruu tni...itulah dalang ke2 korupsi..,2025-03-23 15:22:29+00:00,negatif
apakah ini akan menjadikan anak muda Indonesia akan berpindah WN?,2025-03-23 15:21:33+00:00,negatif
😁,2025-03-23 15:20:08+00:00,positif
sangat mendukung RUU TNI 🔥🔥,2025-03-23 15:19:35+00:00,positif
@no name,2025-03-23 15:17:44+00:00,negatif
👀,2025-03-23 15:16:35+00:00,positif
🙏,2025-03-23 13:12:21+00:00,positif
😂,2025-03-23 13:11:02+00:00,positif
😂,2025-03-23 13:08:41+00:00,positif
🥰,2025-03-23 13:07:47+00:00,positif
@izshhan14,2025-03-23 13:07:20+00:00,positif
@ManusiaSuper?? @impossible ntar ke sekolah bawa bekal SG 2 pendek🗿,2025-03-23 13:06:07+00:00,negatif
takut di salah gunakan,2025-03-23 13:04:50+00:00,negatif
😭,2025-03-23 13:03:10+00:00,positif
😂,2025-03-23 13:01:49+00:00,positif
🥺,2025-03-23 12:56:46+00:00,positif
🥰,2025-03-23 12:56:45+00:00,positif
🥺,2025-03-23 12:56:44+00:00,positif
🙏,2025-03-23 12:54:55+00:00,positif
jdi bagusnya tolak apa terima nih,2025-03-23 12:52:40+00:00,negatif
♥️,2025-03-23 12:52:06+00:00,positif
@dis👑,2025-03-23 12:49:45+00:00,positif
🥰,2025-03-23 12:48:06+00:00,positif
dia yg bikin undang² jdi bebas korupsi karna bisa direvisi undang²nya biar ga di penjara 🗿,2025-03-23 12:41:01+00:00,negatif
🗿,2025-03-23 12:40:25+00:00,positif
yg nolak RUU TNI g*bl*k,2025-03-23 12:39:19+00:00,negatif
rapat DPR ga dipublikasi bikin ruu rakyat ga dikasih tau setransparan ini kah wakil rakyat kita 🗿🗿,2025-03-23 12:39:01+00:00,negatif
Gasss demoo,2025-03-23 12:35:37+00:00,negatif
😬😬😬,2025-03-23 12:33:21+00:00,positif
😁,2025-03-23 12:28:59+00:00,positif
yg menolak pendukung wabah semua🤣,2025-03-23 12:27:53+00:00,negatif
nyesel kan kalian pilih presiden Prabowo yang tidak berguna itu 🤣 kan pas acara capres doang ini itu 🤣,2025-03-23 12:24:34+00:00,negatif
😁,2025-03-23 12:22:49+00:00,positif
"Indonesia menuju emas❌
Indonesia menuju cemas✅
kasian Ama pahlawan yang dulu perjuangin nih negara eh ujung ujungnya di babat abis Ama yg katanya DEMI RAKYAT",2025-03-23 12:22:45+00:00,positif
konoha konoha,2025-03-23 12:22:04+00:00,netral
makanya lbh baik #kaburajadulu,2025-03-23 12:21:59+00:00,netral
#TolakRuutni😹,2025-03-23 10:31:41+00:00,positif
🥰,2025-03-23 10:31:31+00:00,positif
g kebayang nanti 2035 salah gerak dikit di pepeng🤭,2025-03-23 10:31:02+00:00,negatif
🙃,2025-03-23 10:29:55+00:00,positif
puan=hama,2025-03-23 10:28:34+00:00,netral
😇,2025-03-23 10:24:39+00:00,positif
😂,2025-03-23 10:23:36+00:00,positif
😁,2025-03-23 10:20:13+00:00,positif
Prabowo manis di awal pahit di ahkir,2025-03-23 10:19:24+00:00,negatif
#kaburajadulu,2025-03-23 10:19:04+00:00,negatif
🥰,2025-03-23 10:18:42+00:00,positif
INDONESIA EMAS 😹😹,2025-03-23 10:18:12+00:00,positif
"jadi kan ruutni udh di sahkan, kita diatur militer?",2025-03-23 10:14:58+00:00,negatif
negara apa kaya gini coy??,2025-03-23 10:11:27+00:00,negatif
😂,2025-03-23 10:09:32+00:00,positif
"padahal kalo suatu pemerintahan dikritik masyarakat berarti didalam suatu lembaga tsb ada yg perlu di evaluasi, bukan malah ngesahin RUU TNI. MIRISSSSS !!!",2025-03-23 10:09:08+00:00,negatif
#TOLAKRUUTNI,2025-03-23 10:04:03+00:00,negatif
😃,2025-03-23 10:00:27+00:00,positif
😏😏😏,2025-03-23 09:59:05+00:00,positif
jadi ingat lagu gus dur 😌,2025-03-23 09:58:39+00:00,netral
"Membubarkan DPR (Dewan Perwakilan Rakyat) di Indonesia bukan perkara mudah karena sistem ketatanegaraan Indonesia tidak memberi kewenangan kepada presiden atau pihak lain untuk membubarkannya secara langsung. Namun, ada beberapa skenario yang secara teori bisa menyebabkan DPR kehilangan fungsinya atau mengalami perubahan signifikan:
1. Amandemen UUD 1945
UUD 1945 harus diamandemen untuk mengubah atau menghapus eksistensi DPR.
Amandemen dilakukan oleh MPR (yang terdiri dari DPR dan DPD) dengan persetujuan minimal 2/3 anggota yang hadir dalam sidang dan harus disetujui oleh lebih dari 50% dari seluruh anggota MPR.
2. Krisis Politik Besar dan Tekanan Publik
Gerakan rakyat yang sangat besar (demonstrasi, mogok nasional, dll.) bisa memaksa perubahan sistem politik, seperti yang terjadi pada Reformasi 1998 yang mengakhiri kekuasaan Orde Baru.
Namun, ini hanya mungkin jika ada dukungan luas dari berbagai elemen masyarakat dan politik.
3. Intervensi Militer atau Kudeta
Dalam sejarah berbagai negara, DPR atau lembaga legislatif sering dibubarkan melalui kudeta militer atau pengambilalihan kekuasaan oleh pihak tertentu.
Namun, ini bertentangan dengan prinsip demokrasi dan konstitusi Indonesia.
4. Pembubaran oleh Mahkamah Konstitusi atau Mekanisme Hukum Lain
Saat ini, tidak ada mekanisme hukum yang memungkinkan Mahkamah Konstitusi (MK) membubarkan DPR.
Namun, jika ada kasus pelanggaran konstitusi besar-besaran, bisa saja muncul aturan baru yang memungkinkan hal tersebut.
5. Referendum Nasional
Jika ada desakan rakyat yang sangat kuat, bisa saja dilakukan referendum nasional untuk mengubah sistem ketatanegaraan.
Namun, mekanisme referendum di Indonesia saat ini belum diatur secara spesifik dalam konstitusi.
Secara praktik, membubarkan DPR hampir tidak mungkin kecuali ada perubahan besar dalam sistem politik dan hukum Indonesia. Yang lebih realistis adalah mendorong reformasi DPR agar lebih transparan, akuntabel, dan benar-benar mewakili kepentingan rakyat.",2025-03-23 09:58:29+00:00,negatif
indonesia malu ih,2025-03-23 09:55:58+00:00,negatif
"rapat diam-diam, pengen banget menguasai negara ini 🗿",2025-03-23 09:47:50+00:00,positif
idiosiaea♥️,2025-03-23 09:47:34+00:00,positif
kan udh dblng bakal kaya jamannya pa harto,2025-03-23 09:47:21+00:00,netral
puan sumbing,2025-03-23 09:47:20+00:00,positif
😁,2025-03-23 09:47:17+00:00,positif
🥰,2025-03-23 09:46:31+00:00,positif
@ithaaaa,2025-03-23 09:45:27+00:00,negatif
cita² ku ingin pindah negara ke 🇰🇷,2025-03-23 09:42:57+00:00,negatif
😋,2025-03-23 08:03:58+00:00,positif
😁,2025-03-23 08:03:00+00:00,positif
🥰,2025-03-23 07:57:01+00:00,positif
🤲,2025-03-23 07:56:50+00:00,positif
nah makanya jangan pilih presiden tentara 😹,2025-03-23 07:55:25+00:00,negatif
woiii apaan sih ini gua gregettt bangetttttt astaga,2025-03-23 07:54:06+00:00,negatif
🗿,2025-03-23 07:46:53+00:00,positif
😻,2025-03-23 07:46:51+00:00,positif
lah makin gk bener aja Indonesia,2025-03-23 07:46:37+00:00,negatif
🤣🤣🤣,2025-03-23 07:45:04+00:00,positif
😁,2025-03-23 07:42:29+00:00,positif
sama aja melindungi koruptor gak si 🙏,2025-03-23 07:41:42+00:00,negatif
PINDAH PLANET AJA LAH SEKALIAN 😭😭,2025-03-23 07:40:03+00:00,negatif
emang paling bener damkar sih✨,2025-03-23 07:37:05+00:00,positif
bawa wifi kali ayo kita ke marss,2025-03-23 07:36:23+00:00,netral
ganti aja ketua DPR nya 😏,2025-03-23 07:35:50+00:00,netral
untung tempat gw aman,2025-03-23 07:35:39+00:00,negatif
💔,2025-03-23 07:30:48+00:00,positif
"kode:87663
nama:adminRuutNi21
bug: code//Garuda2//clear.com/F2C7ryt
bug code: bugsett22",2025-03-23 07:30:43+00:00,negatif
"siap"" seluruh gen sekolah bawa SG 2",2025-03-23 07:29:56+00:00,positif
🥰,2025-03-23 07:29:04+00:00,positif
